nombre,tipo_organizacion,municipio_codigo,municipio,direccion,barrio,lat,lng,responsable_nombre,telefono,instagram,horario_texto,necesita_urgente,recibe,no_recibe,notas,fuente_nombre,fuente_url
SCARE Cesar,ong,20001,Valledupar,"Calle 11 #8-79, oficinas 202-203, Edificio SOA",,10.4651733,-73.2529512,,6055893964,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
Centro de Solidaridad de Valledupar,alcaldia,20001,Valledupar,Centro de Solidaridad,,10.4651733,-73.2529512,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;cobijas;colchonetas;jabon;papel_higienico;botiquin;alimento_perro;alimento_gato,,"FALTA LA DIRECCIÓN: la fuente solo lo nombra. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",El Tiempo,https://www.eltiempo.com/datos/este-es-el-mapa-completo-de-los-centros-de-acopio-habilitados-en-colombia-para-ayudar-a-los-damnificados-del-terremoto-de-magnitud-7-3577654
Diócesis de Valledupar,iglesia,20001,Valledupar,Sede de la Diócesis de Valledupar,,10.4651733,-73.2529512,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;cobijas;colchonetas;jabon;papel_higienico;botiquin;alimento_perro;alimento_gato,,"FALTA LA DIRECCIÓN: la fuente solo nombra la entidad. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",El Tiempo,https://www.eltiempo.com/datos/este-es-el-mapa-completo-de-los-centros-de-acopio-habilitados-en-colombia-para-ayudar-a-los-damnificados-del-terremoto-de-magnitud-7-3577654
SCARE Boyacá,ong,15001,Tunja,"Calle 20 #12-84, local 117, Centro Cívico y Comercial Plaza Real",,5.5324313,-73.3616014,,6087471763,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
Punto de acopio de Tunja,alcaldia,15001,Tunja,Carrera 12 #21-45,,5.5324313,-73.3616014,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;botiquin;jabon,,"La fuente da la dirección pero no dice qué entidad lo opera. Preguntarlo. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Listado de la Primera Dama, vía Infobae",https://www.infobae.com/colombia/2026/08/12/la-primera-dama-ana-lucia-pineda-revelo-los-30-puntos-donde-reciben-donaciones-para-los-afectados-por-el-terremoto-en-colombia/
SCARE Cauca,ong,19001,Popayán,"Carrera 9 #18N-231, oficina 205, Edificio Terrazas del Norte",,2.4422295,-76.6072368,,6028353770,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. Es el único punto de Popayán que apareció publicado. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
SCARE La Guajira,ong,44001,Riohacha,"Calle 7 #11-114, oficina 8, segundo piso, Edificio Doña Cándida",,11.5449387,-72.9150522,,6057274999,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
SCARE Huila,ong,41001,Neiva,"Carrera 5 #10-49, local 201, Centro Comercial Plaza Real",,2.9257038,-75.2893937,,6088631026,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
SCARE Meta,ong,50001,Villavicencio,"Avenida 40 #16B-159, Centro Comercial Villacentro, locales 83 y 84",,4.1347644,-73.6201517,,6086833520,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. Es el único punto de Villavicencio que apareció publicado. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
SCARE Nariño,ong,52001,Pasto,"Carrera 25 #15-62, oficina 201, Edificio Zaguán del Lago",,1.2140275,-77.2785096,,6027382025,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
Punto de acopio del Centro — Pasto,particular,52001,Pasto,Calle 17 #27-59,Centro,1.2140275,-77.2785096,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;agua_embotellada;jabon;papel_higienico;botiquin,,"La fuente dice que lo coordina Sandra Montenegro, pero no publica teléfono. Confirmar quién lo opera. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Listado de la Primera Dama, vía Infobae",https://www.infobae.com/colombia/2026/08/12/la-primera-dama-ana-lucia-pineda-revelo-los-30-puntos-donde-reciben-donaciones-para-los-afectados-por-el-terremoto-en-colombia/
SCARE Norte de Santander,ong,54001,Cúcuta,Calle 8A #5E-25,La Rivera,7.8971458,-72.5080387,,6075956341,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
SCARE Sucre,ong,70001,Sincelejo,"Calle 28 con Carrera 25-365, Parque Comercial Guacarí, Torre Médica, oficinas 3327-3328",,9.2973386,-75.3926601,,6052765344,,Horario por confirmar,,botiquin;medicamentos_sellados;tapabocas;guantes;no_perecederos;jabon,,"Una de las 16 sedes que la SCARE habilitó en el país. La nomenclatura viene rara en la fuente: confirmarla. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar.","Sociedad Colombiana de Anestesiología y Reanimación (SCARE), vía La FM",https://www.lafm.com.co/sociedad/terremoto-colombia-salud-sociedades-cientificas-407436
Punto de acopio de Pandeyuca,alcaldia,27001,Quibdó,Calle 25 #6-58,Pandeyuca,5.6912838,-76.6531337,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;cobijas;colchonetas;jabon;papel_higienico;botiquin;tejas;plasticos_lona,,"Confirmar si recibe donaciones o si es punto de entrega a damnificados. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Listado de la Primera Dama, vía Infobae",https://www.infobae.com/colombia/2026/08/12/la-primera-dama-ana-lucia-pineda-revelo-los-30-puntos-donde-reciben-donaciones-para-los-afectados-por-el-terremoto-en-colombia/
Punto de acopio barrio Los Ángeles,particular,27001,Quibdó,"Barrio Los Ángeles, sector San Gabriel",Los Ángeles,5.6886982,-76.6430979,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;cobijas;colchonetas;jabon;papel_higienico;botiquin;tejas;plasticos_lona,,"La fuente lo atribuye a Minerva Palacio. FALTA LA DIRECCIÓN exacta. · PIN APROXIMADO (ubicado por barrio, aproximado). Verificarlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Listado de la Primera Dama, vía Infobae",https://www.infobae.com/colombia/2026/08/12/la-primera-dama-ana-lucia-pineda-revelo-los-30-puntos-donde-reciben-donaciones-para-los-afectados-por-el-terremoto-en-colombia/
Estación de servicio Terpel de Cabí,empresa,27001,Quibdó,"Estación de servicio Terpel, Cabí",Cabí,5.6912838,-76.6531337,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;cobijas;colchonetas;jabon;papel_higienico;botiquin;tejas;plasticos_lona,,"FALTA LA NOMENCLATURA. Confirmar si recibe donaciones o si es punto de entrega. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Asocapitales,https://www.asocapitales.co/actualidad/noticias/ciudades-seguras/ciudades-capitales-activan-centros-de-acopio-para-apoyar-las
Empresa de Licores de Cundinamarca,gobernacion,25214,Cota,"Autopista Medellín, kilómetro 3,8, vía Siberia-Cota",,4.8083869,-74.1036768,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;papel_higienico;alimento_perro;alimento_gato,,"Uno de los dos centros de acopio de la Gobernación de Cundinamarca; el otro es la Plaza de la Paz, que ya está cargada en Bogotá. Reciben también elementos para mascotas. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.","Gobernación de Cundinamarca, vía El Tiempo",https://www.eltiempo.com/datos/este-es-el-mapa-completo-de-los-centros-de-acopio-habilitados-en-colombia-para-ayudar-a-los-damnificados-del-terremoto-de-magnitud-7-3577654
Universidad Católica de Colombia,universidad,11001,Bogotá D.C.,Diagonal 46A #15B-12,,4.6351539,-74.0688167,,,,Hasta el miércoles 19 de agosto de 2026,,enlatados;no_perecederos;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe,,En alianza con el Banco de Alimentos de Bogotá. La fuente dice implementos de aseo y alimentos enlatados. CIERRA EL 19 DE AGOSTO: ponerle fecha_fin al publicarlo. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.,Infobae,https://www.infobae.com/colombia/2026/08/10/centros-de-acopio-habilitados-en-colombia-tras-el-terremoto-guia-por-ciudad-para-donar-y-ayudar-a-las-victimas/
Fundación Universitaria Horizonte,universidad,11001,Bogotá D.C.,Calle 69 #14-30,,4.6561849,-74.0631268,,,,Horario por confirmar,,botiquin;panales_bebe;desinfectantes;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;no_perecederos,ropa_usada_buen_estado;ropa_nueva,La fuente dice EXPRESAMENTE que no reciben ropa. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.,Infobae,https://www.infobae.com/colombia/2026/08/10/centros-de-acopio-habilitados-en-colombia-tras-el-terremoto-guia-por-ciudad-para-donar-y-ayudar-a-las-victimas/
Autonal — punto de acopio,empresa,11001,Bogotá D.C.,Avenida Boyacá #19-68,,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Marcali — punto de acopio,empresa,11001,Bogotá D.C.,Carrera 13 #34-76,,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Automotores Europa — punto de acopio,empresa,11001,Bogotá D.C.,Calle 127 #70G-28,,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Comagro — punto de acopio,empresa,11001,Bogotá D.C.,Calle 171 #22A-76,,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Massy Motors — punto de acopio,empresa,11001,Bogotá D.C.,"Avenida Suba, Calle 145 #84-30",,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Punto Coca-Cola FEMSA,empresa,11001,Bogotá D.C.,Avenida Carrera 15 #99-23,,4.6533817,-74.0836331,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Punto de Coca-Cola y Coca-Cola FEMSA para elementos de primera necesidad. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Automotor — punto de acopio,empresa,05001,Medellín,Carrera 43A #19-105,El Poblado,6.2006197,-75.5636832,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN APROXIMADO (ubicado por barrio, aproximado). Verificarlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
Discaribe — punto de acopio,empresa,05001,Medellín,"Calle 11 #51-130, avenida Guayabal",,6.2697324,-75.6025597,,,,Horario por confirmar,,no_perecederos;enlatados;granos;aceite;panela_azucar;agua_embotellada;jabon;cepillo_crema_dental;papel_higienico;toallas_higienicas;panales_bebe;botiquin;cobijas;colchonetas,,"Concesionario de la red FIAT/JEEP/RAM. Reciben alimentos y artículos básicos. · PIN SIN UBICAR: quedó en el centro de la ciudad, no en la dirección. Moverlo al editar. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Pulzo,https://www.pulzo.com/nacion/donde-abrieron-nuevos-puntos-acopio-bogota-medellin-para-donar-PP5273664
122 Plaza Apartahotel,particular,11001,Bogotá D.C.,Carrera 15A #122-27,,4.70126,-74.04618,,,,Recepción 24 horas,agua_embotellada;no_perecederos;comida_preparada,agua_embotellada;granos;aceite;enlatados;no_perecederos;comida_preparada;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;guantes_trabajo;tapabocas,comida_preparada,"Lo opera Tigresas de la Patria — «Colombia un solo corazón». · Acopio Colombia lo dio por verificado el 2026-08-15 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Cascos de seguridad para rescate; Gafas de protección; Elementos de aseo; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Tigresas Moviéndose con Corazón — «Red Nacional de Puntos de Solidaridad» (historia destacada «📍Puntos» de la cuenta oficial de la campaña) (vía Centros de Acopio Colombia),https://www.instagram.com/tigresasmoviendoseconcorazon
ACSC Bogotá D.C. — centro de acopio de insumos médicos,ong,11001,Bogotá D.C.,Carrera 15A #120-74,,4.69929,-74.043834,,6017448100,,Consultar por teléfono antes de asistir,botiquin,botiquin;guantes;tapabocas;no_perecederos;comida_preparada,medicamentos_sellados,"Lo opera Asociación Colombiana de Sociedades Científicas (ACSC). · Acopio Colombia lo dio por verificado el 2026-08-12 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Líquidos endovenosos; Tubos endotraqueales; Máscaras laríngeas; Yelcos; Equipos de succión; Agujas; Productos de higiene; Plantas generadoras de energía; Insumos abiertos o usados.",Asociación Colombiana de Sociedades Científicas (ACSC) — comunicado a la opinión pública (vía Centros de Acopio Colombia),https://sociedadescientificas.com/solidaridad-con-victimas-del-terremoto-agosto-10/
California Tattoo,particular,11001,Bogotá D.C.,Av Cl 24 #40 28  tercer piso,,4.631251,-74.093077,,0,,Lunes a viernes 11:59am a 6:40pm,,agua_embotellada;botiquin,,"Acopio Colombia lo dio por verificado el 2026-08-13 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: california.admin@gmail.com · WhatsApp: 3223513569 · No cabe en nuestras categorías, preguntarlo al llamar: Aseo e higiene; Alimentos.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/california_tattooink?igsh=MTQ1c2Y3azNnNGhtcg%3D%3D&utm_source=qr
Casa del Valle,alcaldia,11001,Bogotá D.C.,"Calle 34 #5-50, barrio La Merced",,4.620462,-74.065703,,,,Desde las 7:00 a. m.; la fuente no publicó hora de cierre,carpas;colchonetas;velas_linternas,no_perecederos;comida_preparada;colchonetas;cobijas;carpas;papel_higienico;tapabocas;guantes;palas_picas;velas_linternas;alimento_perro,comida_preparada,"Lo opera Gobernación del Valle del Cauca. · Acopio Colombia lo dio por verificado el 2026-08-12 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Kits de aseo; Gafas de protección; Bolsas resistentes; Toallas; Cascos; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Gobernación del Valle del Cauca — campaña «El Valle Somos Todos» (vía Centros de Acopio Colombia),https://valledelcauca.gov.co/publicaciones/90172/campana-el-valle-somos-todos-estos-son-los-elementos-que-se-pueden-donar-para-los-damnificados-por-el-sismo
Centro Cultural del Barrio,particular,11001,Bogotá D.C.,Carrera 83 # 77 A 24,,4.700122,-74.099714,,3138913376,,Martes a Domingo 12:00 m a 11:00 pm,,agua_embotellada;colchonetas;cobijas;formula_infantil;alimento_perro;botiquin;medicamentos_sellados;ropa_usada_buen_estado,,"Lo opera Teatro del barrio. · Acopio Colombia lo dio por verificado el 2026-08-12 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: ncelis.rod@gmail.com · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene; Equipos de rescate.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/centroculturaldelbarrio/
CODABAS,particular,11001,Bogotá D.C.,"Carrera 7 #180-75, módulo 2, piso 2",,4.756553,-74.033237,,+573057141513,,,agua_embotellada;no_perecederos;comida_preparada,agua_embotellada;granos;aceite;enlatados;no_perecederos;comida_preparada;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;guantes_trabajo;tapabocas,comida_preparada,"Lo opera Tigresas de la Patria — «Colombia un solo corazón». · Acopio Colombia lo dio por verificado el 2026-08-15 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Cascos de seguridad para rescate; Gafas de protección; Elementos de aseo; Productos vencidos.",Tigresas Moviéndose con Corazón — «Red Nacional de Puntos de Solidaridad» (historia destacada «📍Puntos» de la cuenta oficial de la campaña) (vía Centros de Acopio Colombia),https://www.instagram.com/tigresasmoviendoseconcorazon
Compranet comercio electrónico,particular,11001,Bogotá D.C.,Cra 109a#69b-50 piso 2,,4.653382,-74.083633,,3108594905,,De lunes a viernes de 8:30am a 5 pm,,agua_embotellada;botiquin;medicamentos_sellados;colchonetas;cobijas;formula_infantil;ropa_usada_buen_estado,,"Lo opera Compranet. · Acopio Colombia lo dio por verificado el 2026-08-13 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · Correo: ventas@compranet.com.co · WhatsApp: 3123891109 · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene; Equipos de rescate.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://compranet.com.co
Estadio El Campín,alcaldia,11001,Bogotá D.C.,Avenida NQS (Carrera 30) entre Calle 53B Bis y Calle 57,,4.64595,-74.077605,,,,"8:00 a. m. – 9:00 p. m., horario continuo",agua_embotellada;no_perecederos;comida_preparada;colchonetas,agua_embotellada;granos;aceite;enlatados;panela_azucar;cobijas;sabanas;colchonetas;toldillos;tapabocas;botiquin;guantes;jabon;toallas_higienicas;panales_bebe;no_perecederos;comida_preparada,,"Lo opera Alcaldía Mayor de Bogotá, con apoyo de la Cruz Roja Colombiana e iniciativa de Sencia Bogotá. · Acopio Colombia lo dio por verificado el 2026-08-12 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate; Alcohol; Clorhexidina; Biberones. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/ambiente/estadio-el-campin-de-bogota-nuevo-punto-ayudas-damnificados-terremoto
GAULA — La Castellana,gobernacion,11001,Bogotá D.C.,"Carrera 47 #94-68, barrio La Castellana",,4.684328,-74.059692,,+573185444431,,,agua_embotellada;no_perecederos;comida_preparada,agua_embotellada;granos;aceite;enlatados;no_perecederos;comida_preparada;jabon;cepillo_crema_dental;toallas_higienicas;papel_higienico;guantes_trabajo;tapabocas,comida_preparada,"Lo opera Tigresas de la Patria — «Colombia un solo corazón». · Acopio Colombia lo dio por verificado el 2026-08-15 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · PIN APROXIMADO según la fuente. Verificarlo al editar. · No cabe en nuestras categorías, preguntarlo al llamar: Cascos de seguridad para rescate; Gafas de protección; Elementos de aseo; Productos vencidos.",Tigresas Moviéndose con Corazón — «Red Nacional de Puntos de Solidaridad» (historia destacada «📍Puntos» de la cuenta oficial de la campaña) (vía Centros de Acopio Colombia),https://www.instagram.com/tigresasmoviendoseconcorazon
Mall Plaza NQS,empresa,11001,Bogotá D.C.,Av cra 30 #19,,4.618714,-74.086253,,,,Domingo a Domingo de 12m- 8pm,,agua_embotellada;botiquin;formula_infantil;alimento_perro;colchonetas;cobijas;medicamentos_sellados,,"Acopio Colombia lo dio por verificado el 2026-08-13 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Alimentos; Aseo e higiene; Equipos de rescate. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Enviado por la comunidad (vía Centros de Acopio Colombia),https://www.instagram.com/mallplazaco?igsh=MTR3YmdmNXoxeWxlNA==
Palacio de los Deportes,alcaldia,11001,Bogotá D.C.,Calle 63 #59A-06,,4.655319,-74.084058,,,,8:00 a. m. – 8:00 p. m.,agua_embotellada;colchonetas;panales_bebe;no_perecederos;comida_preparada,agua_embotellada;cobijas;sabanas;colchonetas;toldillos;granos;aceite;enlatados;tejas;panela_azucar;tapabocas;botiquin;guantes;jabon;cepillo_crema_dental;papel_higienico;panales_bebe;formula_infantil;no_perecederos;comida_preparada,comida_preparada,"Lo opera Alcaldía Mayor de Bogotá / Cruz Roja Colombiana. · Acopio Colombia lo dio por verificado el 2026-08-11 contra el canal propio de la entidad. Igual hay que llamar: acá no se publica nada sin confirmar de primera mano. · No cabe en nuestras categorías, preguntarlo al llamar: Harina; Leche en polvo; Chocolate en polvo; Alcohol; Clorhexidina; Productos de higiene menstrual; Toallitas húmedas; Productos vencidos. · SIN CONTACTO: conseguir teléfono o Instagram antes de poder verificar.",Alcaldía Mayor de Bogotá (vía Centros de Acopio Colombia),https://bogota.gov.co/mi-ciudad/seguridad/puntos-de-donacion-en-bogota-para-damnificados-terremoto-en-colombia
